iter	Passed	Remaining
539	4284	15550
540	4294	15550
541	4301	15539
542	4308	15529
543	4314	15511
544	4321	15500
545	4329	15492
546	4336	15481
547	4343	15472
548	4351	15462
549	4358	15454
550	4366	15444
551	4373	15433
552	4379	15418
553	4387	15410
554	4395	15402
555	4402	15391
556	4409	15383
557	4416	15372
558	4426	15369
559	4434	15363
560	4444	15360
561	4454	15359
562	4462	15353
563	4471	15348
564	4477	15335
565	4484	15323
566	4492	15315
567	4499	15304
568	4506	15294
569	4512	15279
570	4520	15270
571	4527	15260
572	4535	15253
573	4545	15251
574	4556	15253
575	4561	15237
576	4568	15227
577	4580	15232
578	4590	15228
579	4598	15224
580	4607	15216
581	4614	15206
582	4621	15197
583	4627	15182
584	4636	15177
585	4644	15168
586	4653	15165
587	4659	15152
588	4668	15145
589	4678	15146
590	4686	15139
591	4693	15128
592	4701	15118
593	4708	15109
594	4717	15104
595	4726	15100
596	4735	15093
597	4742	15084
598	4750	15077
599	4757	15066
600	4766	15060
601	4770	15040
602	4777	15029
603	4785	15023
604	4792	15012
605	4800	15004
606	4807	14993
607	4816	14987
608	4823	14978
609	4832	14971
610	4839	14962
611	4848	14956
612	4855	14946
613	4864	14941
614	4872	14935
615	4881	14928
616	4889	14921
617	4897	14915
618	4905	14905
619	4915	14903
620	4923	14898
621	4932	14891
622	4940	14886
623	4950	14883
624	4957	14873
625	4963	14857
626	4968	14842
627	4973	14826
628	4980	14815
629	4985	14797
630	4989	14778
631	4995	14764
632	5002	14755
633	5011	14749
634	5015	14731
635	5023	14721
636	5031	14714
637	5038	14704
638	5047	14700
639	5055	14691
640	5064	14687
641	5071	14677
642	5076	14660
643	5083	14650
644	5091	14643
645	5100	14637
646	5108	14630
647	5116	14622
648	5125	14617
649	5134	14614
650	5143	14608
651	5150	14598
652	5158	14591
653	5165	14581
654	5174	14574
655	5181	14564
656	5189	14558
657	5198	14553
658	5206	14544
659	5215	14539
660	5223	14532
661	5230	14522
662	5239	14517
663	5248	14511
664	5255	14502
665	5262	14492
666	5272	14490
667	5280	14482
668	5288	14475
669	5296	14467
670	5304	14458
671	5311	14448
672	5320	14442
673	5328	14434
674	5337	14429
675	5346	14425
676	5354	14419
677	5362	14409
678	5369	14400
679	5376	14391
680	5385	14383
681	5392	14373
682	5401	14370
683	5409	14361
684	5418	14355
685	5426	14348
686	5432	14336
687	5437	14321
688	5443	14307
689	5448	14291
690	5452	14274
691	5459	14265
692	5467	14256
693	5474	14247
694	5482	14239
695	5490	14230
696	5498	14223
697	5505	14213
698	5513	14205
699	5520	14196
700	5528	14187
701	5537	14182
702	5544	14172
703	5551	14163
704	5559	14156
705	5570	14154
706	5582	14156
707	5590	14150
708	5600	14146
709	5609	14141
710	5617	14134
711	5626	14128
712	5636	14127
713	5645	14121
714	5653	14114
715	5662	14108
716	5670	14100
717	5678	14094
718	5687	14088
719	5695	14080
720	5703	14073
721	5712	14066
722	5719	14057
723	5727	14049
724	5734	14040
725	5742	14032
726	5749	14022
727	5759	14018
728	5768	14013
729	5776	14005
730	5783	13996
731	5792	13989
732	5799	13980
733	5808	13975
734	5815	13965
735	5824	13959
736	5833	13954
737	5842	13949
738	5851	13943
739	5860	13938
740	5867	13929
741	5876	13922
742	5883	13912
743	5892	13906
744	5899	13896
745	5906	13888
746	5914	13879
747	5922	13871
748	5929	13861
749	5938	13856
750	5947	13850
751	5955	13842
752	5963	13835
753	5973	13832
754	5981	13825
755	5991	13821
756	5998	13812
757	6009	13810
758	6019	13807
759	6023	13791
760	6030	13780
761	6038	13773
762	6046	13764
763	6054	13756
764	6059	13742
765	6067	13735
766	6075	13727
767	6084	13721
768	6091	13712
769	6099	13704
770	6104	13690
771	6111	13680
772	6119	13671
773	6126	13661
774	6134	13653
775	6141	13644
776	6151	13641
777	6162	13639
778	6172	13636
779	6180	13629
780	6189	13622
781	6199	13619
782	6208	13613
783	6217	13608
784	6224	13599
785	6232	13591
786	6239	13581
787	6248	13575
788	6255	13565
789	6262	13556
790	6270	13547
791	6280	13543
792	6289	13538
793	6297	13531
794	6305	13522
795	6312	13513
796	6320	13505
797	6330	13501
798	6338	13493
799	6345	13483
800	6352	13474
801	6360	13465
802	6364	13450
803	6370	13438
804	6378	13431
805	6385	13421
806	6393	13413
807	6400	13403
808	6409	13396
809	6417	13389
810	6426	13383
811	6434	13377
812	6443	13369
813	6450	13361
814	6460	13357
815	6468	13348
816	6475	13339
817	6482	13329
818	6490	13322
819	6497	13312
820	6505	13304
821	6515	13299
822	6523	13292
823	6530	13283
824	6540	13279
825	6550	13275
826	6560	13271
827	6568	13264
828	6578	13260
829	6587	13254
830	6595	13245
831	6602	13237
832	6611	13231
833	6620	13224
834	6628	13217
835	6640	13218
836	6651	13216
837	6664	13217
838	6675	13216
839	6685	13211
840	6693	13203
841	6701	13195
842	6707	13183
843	6712	13170
844	6718	13158
845	6725	13149
846	6730	13135
847	6737	13125
848	6744	13116
849	6752	13107
850	6759	13098
851	6768	13091
852	6775	13082
853	6782	13073
854	6791	13066
855	6799	13058
856	6807	13050
857	6816	13044
858	6823	13035
859	6832	13028
860	6839	13019
861	6847	13012
862	6856	13005
863	6865	12999
864	6871	12988
865	6880	12982
866	6888	12975
867	6897	12969
868	6903	12957
869	6911	12949
870	6916	12936
871	6924	12927
872	6932	12919
873	6939	12911
874	6947	12903
875	6954	12893
876	6963	12887
877	6970	12876
878	6977	12867
879	6985	12859
880	6992	12850
881	7000	12841
882	7008	12834
883	7019	12831
884	7028	12826
885	7036	12818
886	7044	12810
887	7051	12800
888	7059	12793
889	7067	12785
890	7077	12780
891	7086	12774
892	7094	12767
893	7099	12754
894	7105	12742
895	7110	12728
896	7115	12716
897	7120	12702
898	7128	12694
899	7135	12685
900	7143	12677
901	7150	12668
902	7157	12659
903	7164	12649
904	7172	12641
905	7177	12627
906	7183	12617
907	7191	12608
908	7198	12599
909	7206	12591
910	7213	12582
911	7224	12579
912	7231	12570
913	7239	12562
914	7248	12555
915	7256	12548
916	7264	12540
917	7272	12533
918	7280	12524
919	7288	12516
920	7295	12507
921	7303	12499
922	7310	12490
923	7318	12482
924	7326	12475
925	7335	12468
926	7343	12461
927	7352	12454
928	7359	12445
929	7369	12441
930	7378	12434
931	7388	12430
932	7396	12423
933	7407	12420
934	7417	12416
935	7425	12408
936	7436	12404
937	7444	12397
938	7453	12390
939	7458	12378
940	7466	12369
941	7473	12361
942	7482	12354
943	7489	12344
944	7498	12338
945	7505	12328
946	7512	12320
947	7519	12310
948	7527	12302
949	7532	12290
950	7540	12281
951	7547	12273
952	7554	12263
953	7563	12256
954	7570	12247
955	7578	12240
956	7587	12233
957	7598	12230
958	7609	12227
959	7621	12226
960	7630	12219
961	7637	12210
962	7645	12202
963	7652	12193
964	7662	12188
965	7672	12183
966	7681	12178
967	7689	12170
968	7698	12162
969	7705	12153
970	7714	12146
971	7723	12141
972	7729	12130
973	7739	12125
974	7749	12120
975	7757	12113
976	7766	12107
977	7775	12100
978	7780	12088
979	7785	12075
980	7792	12065
981	7797	12054
982	7807	12048
983	7817	12043
984	7824	12034
985	7832	12026
986	7839	12018
987	7847	12008
988	7855	12001
989	7863	11993
990	7871	11986
991	7879	11978
992	7889	11973
993	7896	11963
994	7904	11956
995	7912	11947
996	7921	11941
997	7930	11934
998	7938	11927
999	7946	11919
1000	7954	11911
1001	7961	11902
1002	7970	11895
1003	7978	11888
1004	7987	11881
1005	7996	11874
1006	8004	11867
1007	8011	11858
1008	8020	11851
1009	8028	11844
1010	8037	11837
1011	8044	11828
1012	8052	11820
1013	8061	11814
1014	8070	11807
1015	8077	11798
1016	8086	11791
1017	8093	11782
1018	8101	11774
1019	8111	11769
1020	8120	11763
1021	8129	11756
1022	8134	11745
1023	8140	11733
1024	8148	11725
1025	8154	11714
1026	8158	11701
1027	8167	11694
1028	8176	11687
1029	8183	11680
1030	8193	11674
1031	8202	11667
1032	8209	11659
1033	8218	11651
1034	8229	11648
1035	8239	11644
1036	8248	11636
1037	8256	11628
1038	8263	11619
1039	8271	11611
1040	8280	11605
1041	8288	11596
1042	8295	11588
1043	8303	11580
1044	8311	11571
1045	8319	11563
1046	8326	11555
1047	8333	11546
1048	8342	11539
1049	8350	11531
1050	8359	11524
1051	8366	11515
1052	8378	11513
1053	8389	11509
1054	8399	11504
1055	8407	11497
1056	8416	11489
1057	8420	11476
1058	8426	11466
1059	8440	11465
1060	8451	11461
1061	8461	11457
1062	8470	11450
1063	8476	11440
1064	8483	11430
1065	8488	11418
1066	8493	11407
1067	8498	11394
1068	8503	11382
1069	8507	11369
1070	8512	11357
1071	8517	11346
1072	8522	11334
1073	8527	11322
1074	8536	11315
1075	8544	11307
1076	8551	11299
1077	8556	11287
1078	8562	11275
1079	8567	11264
1080	8572	11252
1081	8577	11241
1082	8585	11233
1083	8593	11225
1084	8601	11217
1085	8609	11210
1086	8617	11202
1087	8627	11196
1088	8636	11189
1089	8644	11181
1090	8650	11171
1091	8654	11159
1092	8659	11147
1093	8665	11136
1094	8673	11128
1095	8681	11121
1096	8686	11109
1097	8694	11101
1098	8701	11092
1099	8709	11084
1100	8717	11077
1101	8722	11065
1102	8727	11053
1103	8733	11043
1104	8739	11033
1105	8747	11025
1106	8757	11020
1107	8768	11015
1108	8776	11007
1109	8784	11000
1110	8793	10993
1111	8801	10985
1112	8810	10978
1113	8818	10971
1114	8826	10963
1115	8830	10951
1116	8835	10939
1117	8842	10930
1118	8850	10922
1119	8858	10914
1120	8862	10902
1121	8867	10890
1122	8872	10879
1123	8877	10868
1124	8881	10855
1125	8885	10842
1126	8890	10830
1127	8894	10818
1128	8900	10807
1129	8908	10800
1130	8915	10792
1131	8923	10784
1132	8932	10777
1133	8940	10769
1134	8948	10761
1135	8956	10754
1136	8964	10746
1137	8973	10739
1138	8982	10732
1139	8990	10725
1140	8999	10719
1141	9007	10711
1142	9015	10703
1143	9023	10695
1144	9030	10686
1145	9037	10678
1146	9045	10670
1147	9053	10662
1148	9062	10655
1149	9069	10646
1150	9078	10640
1151	9087	10633
1152	9096	10626
1153	9103	10618
1154	9112	10611
1155	9120	10604
1156	9128	10596
1157	9136	10588
1158	9144	10580
1159	9152	10572
1160	9163	10568
1161	9173	10563
1162	9182	10555
1163	9189	10547
1164	9197	10539
1165	9206	10533
1166	9216	10527
1167	9224	10519
1168	9230	10509
1169	9239	10502
1170	9243	10490
1171	9249	10480
1172	9257	10472
1173	9264	10463
1174	9271	10455
1175	9279	10447
1176	9287	10439
1177	9296	10432
1178	9304	10425
1179	9314	10419
1180	9323	10413
1181	9332	10406
1182	9338	10396
1183	9343	10385
1184	9351	10377
1185	9361	10371
1186	9370	10364
1187	9377	10355
1188	9383	10346
1189	9388	10335
1190	9395	10326
1191	9402	10317
1192	9408	10307
1193	9414	10297
1194	9418	10285
1195	9424	10275
1196	9432	10267
1197	9436	10255
1198	9442	10246
1199	9451	10238
1200	9460	10232
1201	9464	10220
1202	9468	10208
1203	9476	10201
1204	9487	10196
1205	9495	10188
1206	9504	10181
1207	9512	10173
1208	9517	10162
1209	9525	10155
1210	9534	10148
1211	9541	10140
1212	9551	10134
1213	9560	10127
1214	9570	10121
1215	9580	10116
1216	9589	10109
1217	9598	10102
1218	9606	10095
1219	9615	10088
1220	9624	10081
1221	9628	10069
1222	9634	10059
1223	9642	10051
1224	9650	10044
1225	9661	10039
1226	9669	10031
1227	9678	10025
1228	9686	10017
1229	9697	10012
1230	9705	10004
1231	9712	9996
1232	9719	9987
1233	9729	9981
1234	9737	9974
1235	9745	9966
1236	9753	9958
1237	9757	9946
1238	9763	9937
1239	9772	9929
1240	9780	9922
1241	9788	9914
1242	9796	9907
1243	9806	9900
1244	9815	9894
1245	9824	9887
1246	9833	9880
1247	9839	9871
1248	9847	9863
1249	9856	9856
1250	9864	9849
1251	9873	9841
1252	9881	9833
1253	9890	9827
1254	9894	9816
1255	9902	9807
1256	9906	9796
1257	9913	9787
1258	9922	9780
1259	9930	9772
1260	9939	9766
1261	9948	9759
1262	9956	9751
1263	9964	9744
1264	9973	9737
1265	9982	9730
1266	9990	9722
1267	9994	9710
1268	10004	9704
1269	10012	9697
1270	10022	9691
1271	10030	9683
1272	10040	9678
1273	10048	9669
1274	10054	9659
1275	10063	9653
1276	10068	9643
1277	10076	9635
1278	10085	9628
1279	10093	9619
1280	10102	9613
1281	10110	9605
1282	10119	9598
1283	10127	9591
1284	10135	9583
1285	10144	9576
1286	10148	9565
1287	10157	9558
1288	10166	9551
1289	10174	9543
1290	10184	9538
1291	10193	9530
1292	10202	9523
1293	10209	9514
1294	10217	9507
1295	10223	9498
1296	10233	9491
1297	10240	9483
1298	10248	9475
1299	10255	9466
1300	10264	9459
1301	10272	9452
1302	10277	9441
1303	10284	9432
1304	10292	9425
1305	10300	9417
1306	10308	9409
1307	10316	9401
1308	10324	9394
1309	10335	9388
1310	10343	9380
1311	10355	9376
1312	10361	9367
1313	10371	9361
1314	10381	9354
1315	10390	9347
1316	10397	9339
1317	10406	9332
1318	10414	9324
1319	10422	9317
1320	10429	9308
1321	10438	9301
1322	10447	9294
1323	10456	9287
1324	10464	9279
1325	10473	9272
1326	10480	9264
1327	10490	9258
1328	10498	9250
1329	10502	9239
1330	10509	9230
1331	10518	9223
1332	10527	9216
1333	10535	9209
1334	10540	9198
1335	10547	9189
1336	10557	9183
1337	10568	9177
1338	10572	9166
1339	10578	9157
1340	10586	9149
1341	10593	9141
1342	10600	9132
1343	10611	9127
1344	10620	9120
1345	10627	9111
1346	10638	9106
1347	10646	9098
1348	10658	9094
1349	10666	9086
1350	10676	9079
1351	10687	9075
1352	10697	9068
1353	10707	9062
1354	10718	9057
1355	10726	9049
1356	10735	9042
1357	10744	9035
1358	10754	9029
1359	10763	9022
1360	10774	9016
1361	10782	9009
1362	10790	9001
1363	10799	8994
1364	10808	8987
1365	10816	8979
1366	10824	8971
1367	10834	8965
1368	10842	8957
1369	10850	8949
1370	10858	8941
1371	10867	8935
1372	10877	8928
1373	10886	8921
1374	10897	8916
1375	10907	8909
1376	10915	8902
1377	10923	8894
1378	10932	8886
1379	10939	8878
1380	10944	8867
1381	10950	8858
1382	10958	8850
1383	10966	8842
1384	10974	8834
1385	10978	8823
1386	10986	8815
1387	10994	8808
1388	11002	8800
1389	11013	8795
1390	11021	8786
1391	11029	8779
1392	11037	8771
1393	11045	8763
1394	11053	8755
1395	11063	8749
1396	11071	8741
1397	11078	8732
1398	11083	8722
1399	11089	8713
1400	11096	8704
1401	11105	8697
1402	11115	8691
1403	11124	8683
1404	11131	8675
1405	11140	8668
1406	11148	8660
1407	11158	8654
1408	11167	8647
1409	11175	8638
1410	11182	8630
1411	11190	8622
1412	11199	8615
1413	11211	8610
1414	11229	8610
1415	11242	8606
1416	11251	8599
1417	11256	8589
1418	11260	8578
1419	11266	8568
1420	11273	8560
1421	11281	8552
1422	11286	8542
1423	11295	8534
1424	11304	8527
1425	11313	8520
1426	11319	8511
1427	11326	8503
1428	11332	8493
1429	11340	8485
1430	11349	8478
1431	11354	8468
1432	11361	8459
1433	11369	8451
1434	11377	8443
1435	11386	8436
1436	11394	8429
1437	11403	8421
1438	11412	8414
1439	11420	8406
1440	11429	8399
1441	11439	8393
1442	11452	8389
1443	11465	8384
1444	11472	8376
1445	11481	8369
1446	11491	8362
1447	11503	8357
1448	11512	8350
1449	11520	8342
1450	11529	8335
1451	11537	8327
1452	11545	8319
1453	11554	8311
1454	11566	8307
1455	11578	8301
1456	11588	8295
1457	11600	8290
1458	11610	8284
1459	11621	8278
1460	11631	8271
1461	11644	8267
1462	11655	8261
1463	11660	8251
1464	11665	8241
1465	11675	8234
1466	11681	8225
1467	11688	8217
1468	11695	8208
1469	11706	8202
1470	11718	8197
1471	11726	8189
1472	11735	8182
1473	11744	8174
1474	11752	8166
1475	11757	8157
1476	11765	8149
1477	11775	8142
1478	11785	8136
1479	11795	8129
1480	11804	8121
1481	11811	8113
1482	11820	8106
1483	11828	8098
1484	11836	8090
1485	11844	8082
1486	11852	8074
1487	11857	8064
1488	11867	8057
1489	11877	8051
1490	11885	8043
1491	11895	8036
1492	11906	8030
1493	11915	8023
1494	11924	8015
1495	11933	8008
1496	11941	8001
1497	11949	7992
1498	11957	7985
1499	11966	7977
1500	11974	7969
1501	11982	7961
1502	11990	7953
1503	11998	7945
1504	12006	7937
1505	12014	7930
1506	12022	7922
1507	12030	7913
1508	12037	7905
1509	12045	7897
1510	12053	7889
1511	12061	7881
1512	12069	7873
1513	12078	7865
1514	12086	7858
1515	12095	7850
1516	12102	7842
1517	12111	7834
1518	12118	7826
1519	12127	7819
1520	12136	7811
1521	12145	7804
1522	12155	7797
1523	12164	7790
1524	12188	7792
1525	12197	7785
1526	12203	7776
1527	12211	7767
1528	12220	7760
1529	12224	7750
1530	12231	7741
1531	12238	7732
1532	12246	7724
1533	12255	7717
1534	12266	7711
1535	12278	7705
1536	12285	7697
1537	12296	7691
1538	12304	7683
1539	12313	7676
1540	12321	7667
1541	12327	7658
1542	12334	7650
1543	12340	7640
1544	12346	7631
1545	12353	7623
1546	12361	7614
1547	12369	7607
1548	12373	7596
1549	12379	7587
1550	12385	7577
1551	12390	7568
1552	12398	7560
1553	12403	7550
1554	12408	7541
1555	12413	7531
1556	12420	7522
1557	12429	7514
1558	12437	7507
1559	12445	7498
1560	12453	7491
1561	12461	7483
1562	12469	7475
1563	12476	7466
1564	12484	7458
1565	12492	7450
1566	12500	7442
1567	12507	7434
1568	12515	7426
1569	12524	7419
1570	12532	7411
1571	12537	7401
1572	12543	7392
1573	12551	7383
1574	12557	7374
1575	12565	7366
1576	12577	7361
1577	12588	7355
1578	12596	7347
1579	12604	7339
1580	12612	7331
1581	12620	7323
1582	12628	7315
1583	12634	7306
1584	12641	7297
1585	12647	7288
1586	12652	7279
1587	12658	7269
1588	12665	7261
1589	12670	7251
1590	12674	7241
1591	12681	7233
1592	12687	7223
1593	12691	7213
1594	12697	7204
1595	12702	7194
1596	12712	7187
1597	12723	7181
1598	12732	7174
1599	12742	7167
1600	12753	7161
1601	12763	7154
1602	12772	7147
1603	12780	7138
1604	12787	7130
1605	12795	7122
1606	12802	7114
1607	12810	7106
1608	12817	7098
1609	12827	7090
1610	12834	7082
1611	12842	7074
1612	12850	7066
1613	12859	7059
1614	12867	7051
1615	12875	7043
1616	12883	7035
1617	12890	7027
1618	12898	7018
1619	12906	7010
1620	12910	7000
1621	12914	6990
1622	12919	6981
1623	12926	6972
1624	12934	6964
1625	12944	6958
1626	12953	6950
1627	12959	6941
1628	12966	6933
1629	12974	6924
1630	12979	6915
1631	12984	6905
1632	12991	6897
1633	13002	6891
1634	13013	6884
1635	13023	6877
1636	13032	6870
1637	13040	6862
1638	13047	6854
1639	13055	6846
1640	13060	6836
1641	13065	6827
1642	13071	6818
1643	13078	6809
1644	13086	6801
1645	13094	6793
1646	13102	6786
1647	13110	6778
1648	13120	6770
1649	13128	6763
1650	13136	6755
1651	13144	6747
1652	13154	6740
1653	13159	6731
1654	13170	6724
1655	13178	6716
1656	13187	6708
1657	13194	6700
1658	13203	6693
1659	13212	6685
1660	13220	6678
1661	13228	6669
1662	13236	6661
1663	13243	6653
1664	13252	6645
1665	13259	6637
1666	13269	6630
1667	13278	6623
1668	13286	6615
1669	13295	6607
1670	13302	6599
1671	13310	6591
1672	13318	6583
1673	13326	6575
1674	13331	6566
1675	13337	6557
1676	13344	6548
1677	13348	6539
