iter	MAE
516	505597.2683
517	505410.6457
518	505235.185
519	504652.5373
520	504570.3614
521	504300.9569
522	503994.4089
523	503850.403
524	503626.0322
525	503524.1803
526	503196.6354
527	503017.437
528	502767.4818
529	502409.0652
530	502266.3476
531	501879.2799
532	501620.703
533	501278.465
534	500886.9537
535	500584.7258
536	500137.9167
537	499986.2807
538	499783.3424
539	499559.8641
540	499356.8879
541	499256.0077
542	498961.941
543	498854.2379
544	498434.2838
545	498073.4791
546	497580.6045
547	497075.5057
548	496681.4388
549	496277.2893
550	495953.7926
551	495858.5075
552	495721.8292
553	495420.9483
554	495203.577
555	495020.8927
556	494644.3782
557	494535.5181
558	494402.0135
559	494006.6972
560	493784.067
561	493295.2859
562	493152.3442
563	492637.9511
564	492401.2059
565	492124.5552
566	491712.3693
567	491269.8769
568	491038.5407
569	490745.2147
570	490644.5216
571	490178.5832
572	489980.4314
573	489708.8122
574	489327.1914
575	489114.4185
576	488998.8459
577	488738.4197
578	488537.1958
579	488271.4202
580	488017.645
581	487622.5773
582	487324.8844
583	487018.3746
584	486635.9212
585	486277.6134
586	486035.0748
587	485895.6263
588	485480.9561
589	485200.8968
590	485046.8798
591	484588.9009
592	484350.158
593	484176.8875
594	483969.1435
595	483854.4748
596	483612.9037
597	483419.3934
598	483161.4281
599	483048.5527
600	482887.5453
601	482549.0292
602	482389.6297
603	482091.3248
604	481798.2263
605	481690.4654
606	481502.12
607	481336.8679
608	481111.0995
609	480834.6347
610	480519.2891
611	480257.2621
612	480108.742
613	479824.8887
614	479579.9159
615	479176.8022
616	479003.4156
617	478817.1182
618	478733.691
619	478475.5019
620	478270.9084
621	478010.4606
622	477889.2796
623	477809.9998
624	477644.2265
625	477136.9983
626	476912.4773
627	476774.4446
628	476584.6578
629	476196.6189
630	475941.2716
631	475727.866
632	475581.7844
633	475338.2257
634	475069.0839
635	474783.3925
636	474572.2676
637	474356.5072
638	474206.1272
639	474033.9904
640	473923.7841
641	473737.5611
642	473569.0009
643	473391.8018
644	473241.1276
645	472978.6238
646	472761.9115
647	472459.1167
648	472342.1624
649	472093.4502
650	471869.2825
651	471752.2081
652	471499.75
653	471186.4527
654	470915.1335
655	470667.3636
656	470454.6058
657	470264.212
658	470208.5735
659	470015.6098
660	469895.7564
661	469703.5449
662	469532.675
663	469415.9491
664	469250.3573
665	468919.6305
666	468827.3383
667	468575.8429
668	468463.05
669	468356.7582
670	468026.3178
671	467868.5917
672	467777.0296
673	467651.9562
674	467352.8362
675	467243.8297
676	467134.4767
677	467007.697
678	466925.159
679	466663.4939
680	466534.0615
681	466398.1768
682	466289.9667
683	466141.9966
684	466010.5658
685	465861.623
686	465797.8793
687	465536.9103
688	465277.1659
689	465005.4096
690	464909.7586
691	464622.4865
692	464503.3198
693	464248.737
694	464095.7183
695	463676.1479
696	463444.0206
697	463182.3396
698	463054.8687
699	462969.8904
700	462689.9575
701	462245.0772
702	462006.3525
703	461801.8599
704	461599.5225
705	461402.6956
706	461104.9561
707	460812.4908
708	460514.0335
709	460136.9935
710	460010.3148
711	459896.6594
712	459571.6037
713	459376.793
714	459192.4134
715	458976.4001
716	458826.7674
717	458624.9018
718	458488.6047
719	458293.6222
720	458136.6111
721	457994.4948
722	457846.0753
723	457685.3375
724	457546.6909
725	457333.3727
726	457073.7257
727	456918.0196
728	456752.777
729	456590.8534
730	456381.4394
731	456156.3802
732	456031.7337
733	455893.9179
734	455679.1373
735	455280.475
736	455170.5428
737	455089.3577
738	454936.7471
739	454701.0874
740	454469.0258
741	454284.5553
742	454010.6195
743	453760.628
744	453512.3909
745	453382.8777
746	453250.8098
747	453154.5386
748	453060.7785
749	452996.7928
750	452896.2674
751	452796.0278
752	452572.7258
753	452377.6211
754	451943.7862
755	451844.0156
756	451633.1034
757	451369.8606
758	451042.6687
759	450885.0846
760	450497.6277
761	450336.1503
762	450100.5866
763	449892.7026
764	449655.0716
765	449559.2922
766	449404.6413
767	449188.5295
768	449055.9469
769	448897.4885
770	448441.2213
771	448211.3663
772	448043.4745
773	447852.5027
774	447743.238
775	447601.1975
776	447430.3162
777	447163.528
778	447069.0702
779	447000.3846
780	446803.1096
781	446694.0511
782	446636.3626
783	446459.3634
784	446404.9867
785	446212.7294
786	445969.713
787	445849.8827
788	445699.1603
789	445623.3077
790	445371.9274
791	445002.1625
792	444672.8043
793	444529.3969
794	444302.6076
795	444190.4471
796	444080.3481
797	443836.4702
798	443765.5495
799	443568.4192
800	443356.6692
801	443090.768
802	443003.9504
803	442778.3313
804	442619.5433
805	442418.7703
806	442275.4555
807	442040.8392
808	441724.5436
809	441547.2221
810	441450.8744
811	441312.1799
812	441229.4069
813	441076.5523
814	440859.8943
815	440633.1274
816	440561.6623
817	440452.9256
818	440321.0057
819	440218.1662
820	440161.796
821	440001.676
822	439909.6215
823	439688.1339
824	439476.7032
825	439349.4038
826	439182.2797
827	439141.1882
828	438961.7166
829	438759.4952
830	438601.5585
831	438559.1177
832	438221.6711
833	438010.5406
834	437817.685
835	437755.3405
836	437335.8102
837	437135.5567
838	437043.4979
839	436920.0924
840	436663.9775
841	436550.0091
842	436428.6511
843	436173.7362
844	436078.5368
845	435913.3369
846	435492.8414
847	435244.1701
848	435082.7488
849	435027.3156
850	434882.4711
851	434772.156
852	434681.7642
853	434560.9758
854	434279.1678
855	434191.4988
856	434098.7055
857	433917.2163
858	433842.9126
859	433639.8835
860	433485.7691
861	433355.0396
862	433119.2957
863	433011.3124
864	432826.3236
865	432690.6918
866	432565.2129
867	432378.2562
868	432243.6593
869	432058.6043
870	431928.4042
871	431826.9458
872	431683.4585
873	431541.4412
874	431324.4876
875	430889.9594
876	430737.3486
877	430662.4123
878	430497.0061
879	430125.6589
880	429873.5586
881	429763.7408
882	429687.8029
883	429605.5832
884	429544.6334
885	429416.4291
886	429240.4697
887	428975.9503
888	428825.6798
889	428696.8844
890	428639.6529
891	428540.8727
892	428355.1784
893	428137.167
894	428010.2207
895	427871.3852
896	427755.9575
897	427532.926
898	427436.6079
899	427305.9164
900	427118.9456
901	426946.2413
902	426835.9345
903	426733.6647
904	426477.2064
905	426406.0537
906	426117.2915
907	426046.7633
908	425854.9676
909	425702.8217
910	425587.8493
911	425361.2812
912	425207.685
913	424917.3879
914	424788.3482
915	424628.2623
916	424219.6374
917	424122.6341
918	424038.9337
919	423865.5123
920	423807.5783
921	423688.029
922	423478.4203
923	423362.8427
924	423014.7782
925	422888.448
926	422675.5394
927	422444.935
928	422340.5851
929	422136.5046
930	421957.1545
931	421879.3887
932	421805.7987
933	421718.9758
934	421589.6178
935	421408.0305
936	421186.6277
937	420917.7723
938	420656.2451
939	420610.827
940	420530.9102
941	420402.6082
942	420254.1271
943	420114.2131
944	419967.8158
945	419910.7643
946	419680.635
947	419576.4913
948	419439.7107
949	419333.2681
950	419050.7722
951	418801.6263
952	418685.8355
953	418404.3553
954	418241.9124
955	418130.6279
956	417967.4311
957	417788.3384
958	417698.1588
959	417527.0718
960	417302.9783
961	417190.4794
962	417091.9287
963	417024.446
964	416879.9328
965	416693.1009
966	416503.4765
967	416350.9588
968	416205.8407
969	416134.664
970	415987.5702
971	415822.0422
972	415732.4289
973	415669.1286
974	415557.4866
975	415371.6691
976	415264.1866
977	415046.5285
978	414818.4948
979	414708.0959
980	414557.3453
981	414516.8015
982	414416.8696
983	414261.399
984	414173.0809
985	414046.2185
986	413898.8738
987	413827.0835
988	413768.7418
989	413604.034
990	413460.4462
991	413362.2514
992	413280.4918
993	413140.1118
994	413009.2299
995	412979.3524
996	412884.4399
997	412695.0468
998	412620.09
999	412532.6652
1000	412361.9917
1001	412264.302
1002	412017.547
1003	411989.9999
1004	411916.7035
1005	411774.1829
1006	411712.3733
1007	411493.9931
1008	411348.406
1009	411109.1672
1010	410923.4579
1011	410792.0421
1012	410606.3918
1013	410511.5991
1014	410385.3662
1015	410269.3175
1016	410183.41
1017	410135.2738
1018	410008.4239
1019	409858.1618
1020	409711.3702
1021	409618.3122
1022	409535.863
1023	409413.5088
1024	409365.9038
1025	409255.7718
1026	409217.6007
1027	409141.5774
1028	409080.3155
1029	409042.3198
1030	408954.4886
1031	408905.5172
1032	408776.7619
1033	408726.7862
1034	408660.1121
1035	408604.5946
1036	408496.7327
1037	408433.659
1038	408365.5955
1039	408239.5992
1040	408148.5455
1041	408037.321
1042	407886.6042
1043	407783.7088
1044	407677.6628
1045	407596.8481
1046	407378.7731
1047	407206.1948
1048	407100.8003
1049	407013.1765
1050	406853.0928
1051	406795.7886
1052	406730.0568
1053	406629.0943
1054	406554.8453
1055	406504.7738
1056	406450.7629
1057	406372.7935
1058	406250.048
1059	406189.2623
1060	406001.2183
1061	405903.2557
1062	405812.0871
1063	405725.3121
1064	405527.0207
1065	405347.6863
1066	405239.9242
1067	405110.7097
1068	404958.3457
1069	404862.2581
1070	404606.3915
1071	404515.2416
1072	404388.531
1073	404273.96
1074	404187.3136
1075	404020.7588
1076	403837.9599
1077	403772.6139
1078	403650.4885
1079	403433.3939
1080	403290.1562
1081	403161.5332
1082	402955.9819
1083	402880.8214
1084	402687.2882
1085	402498.384
1086	402439.9034
1087	402264.0572
1088	402190.2408
1089	402123.5449
1090	402019.266
1091	401922.5642
1092	401791.4488
1093	401742.8269
1094	401683.7929
1095	401418.5205
1096	401300.5786
1097	401264.6197
1098	401063.0599
1099	401009.1084
1100	400802.5363
1101	400706.6393
1102	400545.9
1103	400501.067
1104	400409.018
1105	400247.0318
1106	400131.1266
1107	399836.4224
1108	399764.4755
1109	399724.1808
1110	399666.4583
1111	399495.9911
1112	399235.0955
1113	399061.9149
1114	398958.9619
1115	398925.9063
1116	398820.578
1117	398743.6939
1118	398691.3141
1119	398610.5879
1120	398537.6241
1121	398486.8717
1122	398422.8201
1123	398371.9346
1124	398350.7383
1125	398281.2422
1126	398037.858
1127	397961.9183
1128	397801.7539
1129	397749.9139
1130	397725.8119
1131	397674.0881
1132	397456.7754
1133	397387.8143
1134	397373.3915
1135	397330.288
1136	397280.6176
1137	397193.8348
1138	397162.3206
1139	397107.1899
1140	397013.8255
1141	396909.2067
1142	396687.1191
1143	396622.5761
1144	396461.3664
1145	396089.3683
1146	395973.912
1147	395765.1689
1148	395746.1028
1149	395667.0786
1150	395578.1601
1151	395433.5791
1152	395363.0756
1153	395207.7133
1154	395190.1486
1155	395085.2826
1156	394924.008
1157	394777.8742
1158	394719.7494
1159	394642.5195
1160	394554.8055
1161	394388.3906
1162	394203.3822
1163	394153.4463
1164	394111.3124
1165	393950.942
1166	393892.8743
1167	393857.375
1168	393805.4293
1169	393705.1424
1170	393604.4143
1171	393548.132
1172	393462.9751
1173	393360.1686
1174	393288.8143
1175	393250.6414
1176	393228.1234
1177	393102.5197
1178	393075.1724
1179	393018.1738
1180	393000.4755
1181	392950.6869
1182	392883.9535
1183	392834.5422
1184	392776.6278
1185	392688.5362
1186	392659.2188
1187	392588.2476
1188	392521.6302
1189	392386.9753
1190	392212.4077
1191	392188.3723
1192	391929.2
1193	391793.9234
1194	391554.9465
1195	391532.0351
1196	391277.4889
1197	391199.491
1198	391127.4025
1199	390997.228
1200	390736.7763
1201	390710.8011
1202	390551.8245
1203	390467.2116
1204	390367.0766
1205	390289.9222
1206	390176.6879
1207	390108.8789
1208	389875.1278
1209	389744.9491
1210	389575.7527
1211	389557.4299
1212	389384.103
1213	389348.9147
1214	389326.6612
1215	389198.3876
1216	389062.7625
1217	388903.9008
1218	388792.2943
1219	388737.2313
1220	388682.7865
1221	388596.4322
1222	388455.0806
1223	388381.7743
1224	388282.4612
1225	388183.8869
1226	388002.1085
1227	387920.9624
1228	387870.2911
1229	387840.8448
1230	387576.8511
1231	387473.7302
1232	387288.9435
1233	387237.2005
1234	387110.6233
1235	387007.0024
1236	386834.7463
1237	386819.7705
1238	386793.2688
1239	386637.377
1240	386539.9309
1241	386425.6597
1242	386339.7269
1243	386130.9294
1244	386051.9285
1245	386027.6755
1246	385976.0516
1247	385916.8542
1248	385836.1356
1249	385806.6255
1250	385657.5501
1251	385554.2825
1252	385405.9531
1253	385310.9231
1254	385262.42
1255	385119.3496
1256	385093.704
1257	384916.4196
1258	384867.5212
1259	384694.7922
1260	384526.5282
1261	384508.0724
1262	384456.4706
1263	384362.6384
1264	384152.9117
1265	383987.5529
1266	383761.8925
1267	383670.3111
1268	383598.4238
1269	383537.0906
1270	383475.0063
1271	383397.2884
1272	383330.1936
1273	383309.063
1274	383145.7657
1275	383095.7518
1276	382919.5575
1277	382815.4845
1278	382651.9707
1279	382626.449
1280	382581.8568
1281	382487.8052
1282	382445.1266
1283	382361.9569
1284	382319.5154
1285	382081.7214
1286	382000.9633
1287	381922.8372
1288	381853.5515
1289	381632.7822
1290	381515.0099
1291	381450.5766
1292	381264.413
1293	381244.817
1294	381182.5473
1295	381052.775
1296	380994.0277
1297	380898.9761
1298	380713.6995
1299	380661.9153
1300	380460.1644
1301	380229.6905
1302	380098.8336
1303	380073.492
1304	380019.1643
1305	379942.6178
1306	379785.8153
1307	379574.131
1308	379388.1276
1309	379200.3387
1310	379159.1772
1311	379015.446
1312	378932.6349
1313	378844.5037
1314	378796.4707
1315	378754.6469
1316	378726.7878
1317	378598.184
1318	378439.4323
1319	378328.9885
1320	378282.9422
1321	378158.7829
1322	378014.4903
1323	377988.9725
1324	377916.4419
1325	377893.3818
1326	377795.4334
1327	377551.028
1328	377474.6443
1329	377405.4222
1330	377370.0337
1331	377334.6061
1332	377292.0007
1333	377238.4818
1334	377089.755
1335	377034.3408
1336	376899.5411
1337	376814.0742
1338	376772.9918
1339	376682.8842
1340	376625.9673
1341	376582.1929
1342	376399.1875
1343	376338.3132
1344	376207.8
1345	376179.8921
1346	375952.5839
1347	375863.5902
1348	375738.3137
1349	375632.2148
1350	375598.4928
1351	375520.3735
1352	375469.144
1353	375402.5527
1354	375323.7425
1355	375284.2917
1356	375092.4027
1357	374980.5086
1358	374806.5598
1359	374705.3636
1360	374648.2349
1361	374515.8803
1362	374392.3743
1363	374359.0867
1364	374305.2865
1365	374274.8602
1366	374237.9067
1367	374185.6449
1368	374157.8872
1369	374061.21
1370	373961.0374
1371	373827.0545
1372	373756.4623
1373	373682.9597
1374	373642.1861
1375	373565.5876
1376	373403.9447
1377	373345.4418
1378	373274.6924
1379	373179.975
1380	373147.7655
1381	373104.9361
1382	373062.6501
1383	372927.1663
1384	372672.568
1385	372613.3846
1386	372461.6606
1387	372423.5131
1388	372335.3481
1389	372229.2158
1390	372156.7632
1391	372116.3188
1392	372031.873
1393	371983.3044
1394	371938.0697
1395	371819.2097
1396	371709.6878
1397	371588.8685
1398	371385.9494
1399	371306.0956
1400	371071.568
1401	370989.2502
1402	370958.023
1403	370773.6805
1404	370728.7617
1405	370663.6634
1406	370609.5386
1407	370409.1149
1408	370305.0529
1409	370195.4614
1410	370059.5443
1411	370003.9113
1412	369958.0114
1413	369859.4751
1414	369824.3492
1415	369624.0923
1416	369348.2351
1417	369216.4893
1418	369174.9346
1419	369117.9395
1420	369062.3638
1421	368961.7673
1422	368868.2456
1423	368746.6352
1424	368668.5973
1425	368582.943
1426	368452.4894
1427	368388.8898
1428	368257.5109
1429	368168.9083
1430	368077.2288
1431	367949.3434
1432	367907.5532
1433	367879.9462
1434	367800.4167
1435	367776.197
1436	367747.9549
1437	367645.4912
1438	367611.3664
1439	367541.7755
1440	367490.1263
1441	367387.0833
1442	367276.2698
1443	367241.96
1444	367100.475
1445	367043.9187
1446	366975.9627
1447	366911.685
1448	366679.7754
1449	366552.0911
1450	366462.0477
1451	366373.1485
1452	366350.6264
1453	366282.0061
1454	366220.1438
1455	365945.5981
1456	365863.3444
1457	365843.1142
1458	365587.845
1459	365483.7311
1460	365348.2508
1461	365254.1585
1462	365152.0234
1463	365076.0565
1464	365063.5628
1465	364922.6506
1466	364776.491
1467	364733.6705
1468	364613.5061
1469	364575.6148
1470	364542.6162
1471	364514.4519
1472	364445.8418
1473	364404.9688
1474	364338.6995
1475	364162.3765
1476	364044.9436
1477	363965.7421
1478	363918.3862
1479	363729.1159
1480	363628.7248
1481	363530.893
1482	363343.2388
1483	363244.1518
1484	363149.526
1485	362980.4413
1486	362954.1904
1487	362870.7937
1488	362859.2542
1489	362840.7634
1490	362685.7381
1491	362605.9658
1492	362502.3069
1493	362323.7166
1494	362166.1225
1495	362106.1056
1496	361935.0379
1497	361814.7406
1498	361715.0722
1499	361621.1069
1500	361552.5253
1501	361467.5376
1502	361442.1614
1503	361418.9387
1504	361342.8899
1505	361158.498
1506	361108.8804
1507	361052.5818
1508	360961.2697
1509	360933.8915
1510	360889.2025
1511	360814.6721
1512	360755.0504
1513	360641.0008
1514	360588.7642
1515	360554.0644
1516	360519.4852
1517	360412.3974
1518	360365.1559
1519	360314.0985
1520	360228.949
1521	360194.3332
1522	360137.1367
1523	360036.3516
1524	359999.2985
1525	359965.0244
1526	359915.2445
1527	359867.9449
1528	359802.8676
1529	359764.6055
1530	359686.1806
1531	359637.6495
1532	359590.5398
1533	359538.7781
1534	359509.9633
1535	359385.6041
1536	359306.9398
1537	359229.5985
1538	359209.6832
1539	359157.8046
1540	359076.1687
1541	359024.7561
1542	358961.7092
1543	358878.8169
1544	358803.1613
1545	358784.8231
1546	358758.3689
1547	358734.4674
1548	358702.0061
1549	358637.5739
1550	358556.1495
1551	358401.2878
1552	358324.9909
1553	358269.6187
1554	358228.5116
1555	358167.4517
1556	358148.3479
1557	358108.1688
1558	358034.0269
1559	357976.0127
1560	357948.2965
1561	357931.2613
1562	357919.1649
1563	357873.1436
1564	357852.935
1565	357793.0781
1566	357767.4793
1567	357623.0844
1568	357559.6992
1569	357526.8508
1570	357466.2219
1571	357388.5217
1572	357332.632
1573	357274.0486
1574	357220.9056
1575	357186.6622
1576	357114.8106
1577	357006.4448
1578	356905.5796
1579	356887.3552
1580	356870.0827
1581	356845.6589
1582	356809.5973
1583	356759.1903
1584	356654.6435
1585	356608.9715
1586	356479.4694
1587	356275.8409
1588	356188.4196
1589	356038.7023
1590	355918.4474
1591	355789.6648
1592	355704.9745
1593	355666.0605
1594	355606.0458
1595	355545.8774
1596	355448.8133
1597	355313.2125
1598	355289.6573
1599	355164.0157
1600	355125.2877
1601	355107.1201
1602	355031.889
1603	355001.343
1604	354963.5156
1605	354932.8808
1606	354823.6679
1607	354636.2289
1608	354612.3419
1609	354561.2414
1610	354541.9375
1611	354345.363
1612	354239.9062
1613	354090.4633
1614	353894.0553
1615	353702.392
1616	353694.7286
1617	353537.6325
1618	353398.5802
1619	353348.4804
1620	353296.3766
1621	353272.6002
1622	353151.6581
1623	353021.1387
1624	352941.394
1625	352901.6458
1626	352829.9055
1627	352782.3289
1628	352671.5968
1629	352644.1539
1630	352574.1115
1631	352540.8037
1632	352520.7944
1633	352493.3461
1634	352413.5275
1635	352357.467
1636	352332.3459
1637	352245.2802
1638	352180.4536
1639	351931.9534
1640	351921.6779
1641	351893.2808
1642	351832.9991
1643	351782.1379
1644	351719.1196
1645	351676.462
1646	351634.6563
1647	351601.7039
1648	351550.2153
1649	351518.0711
1650	351488.7063
1651	351472.1868
1652	351456.4828
1653	351420.0148
1654	351374.409
1655	351345.5506
1656	351281.405
1657	351264.904
1658	351205.7997
1659	351183.5611
1660	351141.9346
1661	351110.8231
1662	351077.3824
1663	351043.9678
1664	350987.738
1665	350956.2765
1666	350934.9521
1667	350919.8333
1668	350887.825
1669	350873.1299
1670	350748.5767
1671	350675.3994
1672	350533.5128
1673	350441.6566
1674	350390.6909
1675	350346.142
1676	350259.3041
1677	350146.984
1678	350132.4191
1679	350125.6544
1680	350070.8637
1681	349988.5144
1682	349904.0469
1683	349885.5011
