iter	MAE
1684	349846.5531
1685	349785.767
1686	349680.0845
1687	349557.8996
1688	349490.1699
1689	349407.3767
1690	349334.3824
1691	349272.3235
1692	349209.8351
1693	349185.8034
1694	349115.2254
1695	349015.9462
1696	348969.3137
1697	348920.2595
1698	348894.2557
1699	348806.438
1700	348760.4987
1701	348725.2886
1702	348597.0994
1703	348514.0633
1704	348443.329
1705	348308.4912
1706	348277.9793
1707	348187.4518
1708	348090.5237
1709	347946.1101
1710	347881.8811
1711	347842.2293
1712	347803.2043
1713	347770.9866
1714	347632.3404
1715	347604.4623
1716	347539.2763
1717	347505.9593
1718	347419.6816
1719	347345.9313
1720	347285.5259
1721	347246.9502
1722	347168.5594
