Feature,Importance
city_encoded_lag365,2267.493798828125
category_encoded_lag7,2242.112548828125
daily_expected_margin_mix_lag7,2232.428466796875
daily_order_line_count_roll7,2226.0947998046877
market_era_roll30,2190.45556640625
legacy_order_ratio_roll7,2167.121337890625
daily_promo_order_count_roll30,2126.6429931640623
wt_avg_session_dur_roll30,2119.061181640625
daily_avg_fill_rate_lag365,2019.915283203125
category_reason_weighted_return_risk_lag365,1992.66103515625
wt_unique_visitors_roll7,1943.7454345703125
daily_discount_amount_roll30,1910.43447265625
city_encoded_lag7,1910.00009765625
category_reason_weighted_return_risk_lag7,1908.5277099609375
financing_intensity_index_lag7,1893.756103515625
city_encoded_roll7,1822.5265625
legacy_revenue_share_roll30,1820.119287109375
wt_unique_visitors_roll30,1705.942333984375
high_intent_traffic_share_roll7,1678.121533203125
daily_expected_margin_mix_lag365,1608.849853515625
city_encoded_roll30,1563.2322265625
avg_delivery_days_lag30,1527.63876953125
daily_discount_depth_lag365,1513.9228515625
daily_promo_order_count_lag7,1506.0973388671875
covid_intensity,1441.9736083984376
high_intent_traffic_share_lag30,1434.2568603515624
customer_repurchase_cadence_index_lag30,1354.9707763671875
high_intent_traffic_share_lag365,1283.605078125
payment_method_cancellation_risk_lag365,1185.156591796875
payment_method_cancellation_risk_roll30,1104.8398193359376
daily_discount_depth_lag30,1091.2773803710938
customer_repurchase_cadence_index_lag7,1065.0469360351562
daily_cod_order_ratio_lag30,1044.8034912109374
legacy_aov_roll30,1034.8606323242188
daily_promo_line_count_lag7,1019.6575561523438
promo_penetration_rate_lag30,927.6469604492188
daily_return_risk_index_roll30,801.2798583984375
size_mix_return_pressure_lag30,800.3044189453125
daily_return_risk_index_lag7,795.3428344726562
payment_method_cancellation_risk_lag30,681.752978515625
high_intent_traffic_share_lag7,627.5402282714844
legacy_order_ratio_lag365,537.225390625
legacy_revenue_share_lag7,534.235302734375
wt_unique_visitors_lag7,455.16526489257814
legacy_revenue_share_lag30,441.3835205078125
daily_promo_order_count_lag30,401.1930786132813
legacy_order_ratio_lag7,251.2071533203125
wt_sessions_lag7,197.29854736328124
promo_penetration_rate_lag7,0.0
legacy_revenue_share_roll7,0.0
legacy_order_ratio_roll30,0.0
covid_intensity_lag365,0.0
covid_intensity_lag7,0.0
market_era_lag365,0.0
market_era_roll7,0.0
market_era_lag30,0.0
market_era_lag7,0.0
covid_intensity_roll7,0.0
year,0.0
