candidate,fold,month,revenue_mae,cogs_mae,official_mae
seasonal_xgb_full,recovery_2022,2022-04,786866.6309781016,816457.0037095199,801661.8173438108
seasonal_xgb_full,recovery_2022,2022-05,1037699.062222065,849694.1529214495,943696.6075717573
seasonal_xgb_full,recovery_2022,2022-06,771076.75345104,734998.2148248426,753037.4841379414
seasonal_xgb_full,recovery_2022,2022-07,594055.5256684901,697288.1937962427,645671.8597323664
seasonal_xgb_full,recovery_2022,2022-08,1385120.608770417,1130971.2699071746,1258045.9393387958
seasonal_xgb_full,recovery_2022,2022-09,831572.1184829489,811581.8784847979,821576.9984838734
seasonal_xgb_full,recovery_2022,2022-10,545128.8675582665,436636.8056921926,490882.83662522957
seasonal_xgb_full,recovery_2022,2022-11,552596.7153784131,533172.5283426435,542884.6218605284
seasonal_xgb_full,recovery_2022,2022-12,419783.4388834874,475463.9626146907,447623.70074908907
seasonal_xgb_full,recovery_2022_h2,2022-07,619224.9711940542,637614.4312541813,628419.7012241178
seasonal_xgb_full,recovery_2022_h2,2022-08,1270355.4223317106,1036579.0871127966,1153467.2547222537
seasonal_xgb_full,recovery_2022_h2,2022-09,793455.6548100117,746882.0618567544,770168.858333383
seasonal_xgb_full,recovery_2022_h2,2022-10,474459.022882118,386805.71003293,430632.366457524
seasonal_xgb_full,recovery_2022_h2,2022-11,527016.8896920896,503132.65749879536,515074.77359544253
seasonal_xgb_full,recovery_2022_h2,2022-12,432254.7189819543,433645.14312995493,432949.93105595466
seasonal_xgb_market_uplift_135,recovery_2021,2021-01,326962.16005454125,257309.56619687186,292135.86312570656
seasonal_xgb_market_uplift_135,recovery_2021,2021-02,614301.6148064019,488002.4281890815,551152.0214977417
seasonal_xgb_market_uplift_135,recovery_2021,2021-03,720550.3679889924,633679.466843813,677114.9174164026
seasonal_xgb_market_uplift_135,recovery_2021,2021-04,744764.9761971887,642518.6837144063,693641.8299557975
seasonal_xgb_market_uplift_135,recovery_2021,2021-05,972159.3984057811,786052.7564669463,879106.0774363638
seasonal_xgb_market_uplift_135,recovery_2021,2021-06,751334.2650378436,681388.1278784625,716361.1964581531
seasonal_xgb_market_uplift_135,recovery_2021,2021-07,708535.211069523,763802.8363175702,736169.0236935467
seasonal_xgb_market_uplift_135,recovery_2021,2021-08,1527382.0945673876,579466.6419336383,1053424.368250513
seasonal_xgb_market_uplift_135,recovery_2021,2021-09,545125.4301819166,403319.21890236164,474222.3245421391
seasonal_xgb_market_uplift_135,recovery_2021,2021-10,430719.61911284825,371164.7405011182,400942.1798069832
seasonal_xgb_market_uplift_135,recovery_2021,2021-11,428388.06924137025,415213.5230167622,421800.79612906626
seasonal_xgb_market_uplift_135,recovery_2021,2021-12,431811.64936991734,564309.3214059332,498060.4853879253
seasonal_xgb_market_uplift_135,recovery_2022,2022-01,644954.3822959138,571141.1961911486,608047.7892435312
seasonal_xgb_market_uplift_135,recovery_2022,2022-02,928689.3681291838,748166.7822727753,838428.0752009796
seasonal_xgb_market_uplift_135,recovery_2022,2022-03,1243856.5014419982,1269084.9950408875,1256470.7482414427
seasonal_xgb_market_uplift_135,recovery_2022,2022-04,792997.3995336815,829616.1405223852,811306.7700280333
seasonal_xgb_market_uplift_135,recovery_2022,2022-05,1039402.0189760975,850385.2195021744,944893.6192391359
seasonal_xgb_market_uplift_135,recovery_2022,2022-06,770413.195856639,738154.2483766438,754283.7221166414
seasonal_xgb_market_uplift_135,recovery_2022,2022-07,599624.0046093923,708017.0221710189,653820.5133902056
seasonal_xgb_market_uplift_135,recovery_2022,2022-08,1399062.4590885874,1142659.9582005783,1270861.208644583
seasonal_xgb_market_uplift_135,recovery_2022,2022-09,843025.199602024,833434.9693616283,838230.0844818262
seasonal_xgb_market_uplift_135,recovery_2022,2022-10,561962.3663202372,453777.67427097674,507870.0202956069
seasonal_xgb_market_uplift_135,recovery_2022,2022-11,569755.1098640901,548329.0271823322,559042.0685232112
seasonal_xgb_market_uplift_135,recovery_2022,2022-12,428604.289486805,478762.7072280368,453683.4983574209
seasonal_xgb_market_uplift_135,recovery_2022_h2,2022-07,643184.2384654733,627563.0336513338,635373.6360584035
seasonal_xgb_market_uplift_135,recovery_2022_h2,2022-08,1244311.0524525081,1022909.375526022,1133610.213989265
seasonal_xgb_market_uplift_135,recovery_2022_h2,2022-09,791076.6027494649,742649.2503694963,766862.9265594806
seasonal_xgb_market_uplift_135,recovery_2022_h2,2022-10,465718.15507949516,380125.65449519845,422921.90478734684
seasonal_xgb_market_uplift_135,recovery_2022_h2,2022-11,533870.8570970756,506351.9826235591,520111.4198603173
seasonal_xgb_market_uplift_135,recovery_2022_h2,2022-12,439744.7279496886,417505.2999885889,428625.01396913873
seasonal_xgb_market_uplift_160,recovery_2021,2021-01,327679.44079079165,257983.00750683152,292831.2241488116
seasonal_xgb_market_uplift_160,recovery_2021,2021-02,618063.9219701855,492236.41338930896,555150.1676797472
seasonal_xgb_market_uplift_160,recovery_2021,2021-03,721386.8472527904,636619.2486913444,679003.0479720674
seasonal_xgb_market_uplift_160,recovery_2021,2021-04,738492.3381944498,641026.1755823506,689759.2568884002
seasonal_xgb_market_uplift_160,recovery_2021,2021-05,974079.577967273,787633.3827688779,880856.4803680754
seasonal_xgb_market_uplift_160,recovery_2021,2021-06,760627.3668444842,689886.0894610266,725256.7281527554
seasonal_xgb_market_uplift_160,recovery_2021,2021-07,708468.2954634242,770571.9964061097,739520.1459347669
seasonal_xgb_market_uplift_160,recovery_2021,2021-08,1520908.3953486376,583664.930622873,1052286.6629857554
