iter	Passed	Remaining
375	3718	21006
376	3736	21039
377	3747	21038
378	3757	21029
379	3768	21025
380	3778	21012
381	3789	21012
382	3799	21000
383	3807	20983
384	3817	20970
385	3825	20953
386	3834	20937
387	3844	20928
388	3853	20911
389	3864	20906
390	3872	20889
391	3881	20873
392	3890	20855
393	3899	20844
394	3908	20830
395	3917	20813
396	3928	20810
397	3937	20793
398	3946	20782
399	3957	20775
400	3967	20766
401	3978	20762
402	3986	20745
403	3996	20734
404	4005	20719
405	4012	20694
406	4021	20681
407	4030	20667
408	4039	20652
409	4048	20639
410	4059	20633
411	4069	20621
412	4075	20595
413	4084	20579
414	4093	20565
415	4101	20548
416	4110	20533
417	4119	20517
418	4128	20505
419	4137	20489
420	4147	20479
421	4160	20484
422	4175	20504
423	4188	20506
424	4197	20492
425	4207	20481
426	4215	20464
427	4224	20453
428	4233	20436
429	4242	20424
430	4252	20414
431	4261	20398
432	4270	20384
433	4279	20374
434	4290	20365
435	4300	20357
436	4309	20345
437	4318	20332
438	4328	20321
439	4338	20313
440	4349	20307
441	4363	20315
442	4373	20305
443	4383	20297
444	4394	20292
445	4407	20296
446	4420	20303
447	4434	20313
448	4445	20307
449	4457	20307
450	4466	20291
451	4475	20280
452	4485	20269
453	4494	20256
454	4504	20245
455	4513	20230
456	4524	20225
457	4535	20220
458	4540	20189
459	4550	20179
460	4558	20164
461	4568	20152
462	4577	20140
463	4587	20131
464	4598	20125
465	4608	20114
466	4618	20107
467	4628	20096
468	4638	20086
469	4648	20077
470	4657	20065
471	4667	20054
472	4676	20042
473	4686	20031
474	4695	20016
475	4705	20007
476	4715	19998
477	4725	19989
478	4735	19981
479	4745	19970
480	4754	19958
481	4765	19951
482	4773	19935
483	4784	19927
484	4793	19916
485	4804	19909
486	4813	19896
487	4822	19881
488	4831	19868
489	4839	19852
490	4849	19841
491	4859	19833
492	4869	19822
493	4879	19812
494	4887	19796
495	4897	19787
496	4905	19771
497	4916	19765
498	4926	19757
499	4937	19750
500	4947	19741
501	4957	19730
502	4967	19720
503	4976	19710
504	4990	19715
505	5003	19718
506	5013	19708
507	5022	19695
508	5033	19688
509	5045	19688
510	5060	19695
511	5071	19691
512	5082	19686
513	5093	19678
514	5101	19663
515	5111	19652
516	5119	19636
517	5128	19622
518	5136	19606
519	5145	19591
520	5153	19576
521	5162	19563
522	5172	19553
523	5184	19549
524	5194	19542
525	5204	19531
526	5214	19523
527	5224	19513
528	5233	19497
529	5242	19485
530	5251	19474
531	5261	19462
532	5270	19450
533	5279	19435
534	5289	19428
535	5299	19416
536	5308	19405
537	5317	19391
538	5327	19381
539	5335	19367
540	5343	19349
541	5354	19342
542	5367	19344
543	5377	19333
544	5386	19322
545	5393	19303
546	5403	19294
547	5413	19284
548	5423	19273
549	5431	19258
550	5441	19246
551	5449	19231
552	5459	19220
553	5468	19207
554	5475	19187
555	5479	19158
556	5487	19143
557	5498	19137
558	5508	19126
559	5519	19121
560	5529	19111
561	5536	19092
562	5542	19070
563	5548	19045
564	5558	19035
565	5567	19023
566	5572	18998
567	5580	18982
568	5589	18970
569	5599	18958
570	5607	18944
571	5616	18932
572	5626	18920
573	5635	18908
574	5643	18894
575	5653	18882
576	5662	18870
577	5671	18859
578	5680	18847
579	5689	18835
580	5700	18827
581	5710	18819
582	5720	18808
583	5730	18801
584	5743	18799
585	5753	18790
586	5762	18779
587	5772	18768
588	5782	18760
589	5792	18752
590	5802	18741
591	5810	18727
592	5820	18717
593	5829	18706
594	5840	18698
595	5849	18688
596	5858	18674
597	5867	18662
598	5875	18647
599	5885	18637
600	5894	18623
601	5902	18611
602	5913	18602
603	5922	18592
604	5931	18578
605	5940	18565
606	5949	18554
607	5959	18546
608	5969	18536
609	5980	18528
610	5990	18521
611	6005	18527
612	6017	18523
613	6027	18513
614	6038	18508
615	6051	18509
616	6067	18517
617	6080	18516
618	6090	18507
619	6103	18507
620	6114	18500
621	6123	18488
622	6134	18481
623	6143	18470
624	6153	18460
625	6163	18450
626	6171	18436
627	6181	18426
628	6194	18426
629	6203	18414
630	6214	18408
631	6224	18398
632	6233	18384
633	6242	18374
634	6251	18360
635	6261	18350
636	6270	18338
637	6282	18334
638	6293	18327
639	6303	18318
640	6311	18304
641	6321	18295
642	6333	18290
643	6348	18296
644	6359	18288
645	6368	18278
646	6379	18271
647	6394	18274
648	6404	18266
649	6414	18256
650	6424	18247
651	6433	18233
652	6443	18225
653	6453	18216
654	6465	18211
655	6483	18226
656	6503	18242
657	6516	18243
658	6529	18240
659	6539	18230
660	6548	18220
661	6557	18206
662	6569	18201
663	6576	18185
664	6586	18175
665	6598	18169
666	6608	18161
667	6618	18151
668	6625	18132
669	6634	18121
670	6645	18113
671	6655	18103
672	6663	18089
673	6671	18075
674	6684	18073
675	6693	18061
676	6703	18050
677	6712	18037
678	6724	18035
679	6734	18024
680	6744	18014
681	6753	18003
682	6762	17990
683	6772	17980
684	6785	17978
685	6794	17967
686	6804	17957
687	6814	17946
688	6818	17922
689	6827	17909
690	6837	17900
691	6847	17891
692	6857	17879
693	6867	17870
694	6875	17857
695	6885	17847
696	6895	17836
697	6903	17823
698	6913	17812
699	6922	17799
700	6946	17827
701	6966	17842
702	6987	17860
703	7003	17867
704	7016	17864
705	7028	17859
706	7042	17860
707	7053	17852
708	7062	17839
709	7071	17827
710	7078	17811
711	7088	17800
712	7097	17788
713	7106	17775
714	7115	17763
715	7125	17752
716	7133	17739
717	7143	17729
718	7154	17721
719	7163	17710
720	7173	17700
721	7182	17686
722	7191	17675
723	7199	17661
724	7209	17650
725	7219	17640
726	7224	17618
727	7233	17606
728	7241	17593
729	7250	17581
730	7262	17574
731	7271	17563
732	7283	17558
733	7298	17561
734	7313	17562
735	7324	17554
736	7333	17543
737	7343	17532
738	7353	17522
739	7361	17509
740	7371	17497
741	7379	17484
742	7388	17472
743	7397	17459
744	7406	17448
745	7417	17439
746	7427	17430
747	7437	17421
748	7447	17411
749	7458	17402
750	7472	17401
751	7481	17391
752	7490	17379
753	7501	17370
754	7512	17362
755	7522	17354
756	7532	17344
757	7542	17333
758	7551	17322
759	7561	17312
760	7571	17301
761	7581	17291
762	7591	17282
763	7603	17276
764	7608	17255
765	7616	17241
766	7627	17233
767	7640	17231
768	7652	17225
769	7664	17219
770	7669	17199
771	7676	17181
772	7685	17169
773	7694	17158
774	7703	17147
775	7712	17135
776	7721	17121
777	7730	17110
778	7738	17096
779	7747	17085
780	7757	17073
781	7767	17064
782	7777	17055
783	7787	17046
784	7798	17037
785	7807	17024
786	7817	17015
787	7827	17005
788	7835	16992
789	7846	16983
790	7856	16973
791	7867	16967
792	7877	16957
793	7886	16944
794	7895	16932
795	7903	16919
796	7913	16908
797	7922	16897
798	7932	16887
799	7942	16878
800	7953	16870
801	7969	16873
802	7979	16863
803	7988	16852
804	7998	16841
805	8007	16830
806	8016	16817
807	8026	16807
808	8035	16795
809	8046	16788
810	8058	16783
811	8068	16773
812	8080	16767
813	8089	16755
814	8098	16743
815	8107	16731
816	8116	16719
817	8125	16707
818	8134	16696
819	8144	16685
820	8154	16677
821	8167	16672
822	8177	16662
823	8186	16651
824	8195	16638
825	8204	16626
826	8212	16613
827	8221	16602
828	8230	16589
829	8239	16578
830	8247	16565
831	8256	16553
832	8267	16545
833	8280	16540
834	8291	16533
835	8300	16521
836	8310	16511
837	8320	16502
838	8329	16489
839	8339	16480
840	8347	16467
841	8354	16450
842	8361	16436
843	8372	16428
844	8382	16416
845	8392	16407
846	8401	16397
847	8410	16384
848	8419	16372
849	8427	16359
850	8437	16349
851	8445	16336
852	8456	16328
853	8467	16320
854	8477	16310
855	8488	16302
856	8499	16293
857	8508	16283
858	8517	16271
859	8526	16259
860	8535	16247
861	8543	16235
862	8553	16224
863	8562	16213
864	8572	16203
865	8587	16202
866	8596	16191
867	8605	16179
868	8613	16166
869	8622	16153
870	8630	16142
871	8639	16129
872	8648	16118
873	8656	16105
874	8666	16095
875	8676	16084
876	8687	16076
877	8698	16069
878	8710	16062
879	8721	16054
880	8730	16044
881	8735	16025
882	8745	16015
883	8754	16003
884	8762	15990
885	8771	15978
886	8780	15966
887	8788	15954
888	8797	15942
889	8805	15929
890	8814	15917
891	8823	15905
892	8833	15896
893	8843	15885
894	8852	15874
895	8862	15864
896	8871	15853
897	8885	15851
898	8895	15841
899	8903	15828
900	8913	15817
901	8921	15805
902	8931	15795
903	8941	15785
904	8950	15774
905	8960	15764
906	8969	15754
907	8979	15743
908	8988	15732
909	8997	15721
910	9008	15712
911	9017	15701
912	9028	15693
913	9037	15682
914	9048	15673
915	9059	15666
916	9072	15661
917	9082	15651
918	9091	15640
919	9103	15633
920	9119	15634
921	9130	15627
922	9139	15615
923	9148	15603
924	9157	15591
925	9165	15579
926	9175	15569
927	9183	15557
928	9193	15547
929	9203	15537
930	9213	15528
931	9223	15517
932	9232	15505
933	9241	15494
934	9249	15482
935	9258	15470
936	9268	15460
937	9278	15451
938	9288	15441
939	9298	15430
940	9309	15422
941	9318	15411
942	9327	15400
943	9335	15387
944	9343	15375
945	9352	15363
946	9361	15351
947	9369	15339
948	9378	15327
949	9387	15316
950	9395	15303
951	9405	15293
952	9414	15281
953	9424	15273
954	9434	15263
955	9444	15254
956	9455	15245
957	9465	15235
958	9475	15226
959	9485	15216
960	9494	15204
961	9503	15193
962	9514	15185
963	9528	15182
964	9540	15175
965	9550	15165
966	9559	15155
967	9569	15144
968	9577	15132
969	9586	15121
970	9596	15111
971	9606	15101
972	9620	15097
973	9630	15088
974	9640	15078
975	9649	15068
976	9658	15056
977	9668	15046
978	9677	15034
979	9687	15026
980	9698	15016
981	9706	15004
982	9716	14995
983	9724	14981
984	9734	14971
985	9743	14960
986	9753	14951
987	9762	14940
988	9771	14928
989	9781	14919
990	9791	14909
991	9800	14897
992	9809	14886
993	9814	14869
994	9822	14857
995	9831	14845
996	9839	14833
997	9848	14822
998	9858	14812
999	9866	14800
1000	9876	14789
1001	9884	14777
1002	9894	14768
1003	9904	14758
1004	9914	14748
1005	9924	14739
1006	9935	14730
1007	9945	14721
