iter	MAE
567	513410.8704
568	513138.8285
569	512913.6724
570	512694.9057
571	512414.5771
572	512257.4599
573	512009.1096
574	511908.9917
575	511678.3958
576	511494.4349
577	511383.9049
578	511215.2641
579	511031.8767
580	510844.0894
581	510513.1719
582	510378.5097
583	510044.6792
584	509730.9817
585	509406.9666
586	509243.7428
587	509114.3847
588	508950.0934
589	508656.2083
590	508479.3323
591	508285.6901
592	507876.0519
593	507647.5471
594	507520.3044
595	507462.1733
596	507270.4806
597	507053.4583
598	506880.7168
599	506729.6806
600	506445.211
601	506219.9546
602	506016.2901
603	505932.4269
604	505868.2996
605	505711.6628
606	505550.2348
607	505369.3102
608	504950.3908
609	504846.8807
610	504533.0831
611	504213.057
612	503960.3451
613	503859.774
614	503725.9242
615	503633.3607
616	503378.9813
617	503238.9157
618	503042.4713
619	502789.7781
620	502583.9296
621	502463.2698
622	502317.6753
623	502146.7085
624	502043.8482
625	501937.8642
626	501750.653
627	501649.2584
628	501303.2408
629	501117.0004
630	501009.5953
631	500865.2713
632	500640.1321
633	500499.5453
634	500398.717
635	500301.1881
636	500146.7909
637	499974.9286
638	499800.023
639	499638.3553
640	499330.3445
641	499110.3588
642	498864.9265
643	498596.101
644	498406.9651
645	498238.059
646	498011.5235
647	497824.2557
648	497608.491
649	497490.119
650	497426.1526
651	497161.3941
652	497026.8765
653	496868.1621
654	496743.7264
655	496518.6599
656	496383.5738
657	496263.4777
658	496059.4173
659	495892.7998
660	495812.5992
661	495536.2057
662	495429.2548
663	495259.5671
664	495055.0477
665	494880.5454
666	494659.3739
667	494495.9003
668	494309.2816
669	494204.8185
670	494011.8942
671	493864.9346
672	493774.9792
673	493716.1277
674	493593.316
675	493393.5267
676	493211.0434
677	492942.9658
678	492781.1719
679	492653.1235
680	492518.3238
681	492296.0128
682	492214.7094
683	492027.7046
684	491873.0882
685	491623.9946
686	491447.8637
687	491126.4493
688	490886.8312
689	490627.9478
690	490542.3903
691	490456.4227
692	490277.3531
693	490192.1991
694	490089.9386
695	489915.3704
696	489820.5889
697	489689.0548
698	489584.8959
699	489455.4401
700	489333.9544
701	489241.5401
702	488968.3864
703	488834.555
704	488652.1653
705	488444.533
706	488268.1805
707	488169.3923
708	488030.528
709	487828.3843
710	487769.7036
711	487539.0946
712	487395.407
713	487327.1054
714	487187.9407
715	487056.3654
716	486907.9768
717	486759.3109
718	486632.6084
719	486520.2172
720	486390.9904
721	486300.9152
722	486172.561
723	486091.9025
724	485968.7355
725	485874.5536
726	485783.1285
727	485401.1995
728	485143.5185
729	484965.7156
730	484928.0891
731	484730.4338
732	484651.6172
733	484482.0733
734	484435.8674
735	484223.7956
736	483941.1564
737	483891.5879
738	483789.8837
739	483656.2282
740	483580.3707
741	483459.6816
742	483302.1447
743	483129.802
744	482976.1525
745	482841.6957
746	482750.0901
747	482552.3837
748	482400.7641
749	482276.6738
750	482221.6188
751	482073.9635
752	481968.2107
753	481803.8184
754	481740.8034
755	481610.2198
756	481498.6994
757	481268.7625
758	481095.0701
759	480973.8969
760	480911.9507
761	480665.4912
762	480561.4685
763	480447.0122
764	480368.2385
765	480189.5391
766	480127.5269
767	479909.6509
768	479772.7997
769	479679.753
770	479482.4729
771	479329.3162
772	479268.2161
773	479057.3028
774	478915.6761
775	478842.799
776	478744.071
777	478661.6881
778	478485.1943
779	478431.3077
780	478366.4558
781	478243.3643
782	478169.6468
783	478104.7044
784	477917.9628
785	477689.7931
786	477576.7093
787	477467.6157
788	477392.623
789	477132.0429
790	477080.86
791	477037.9282
792	476956.0351
793	476825.6611
794	476768.4463
795	476560.5066
796	476377.6922
797	476320.1689
798	476288.9803
799	476135.943
800	476042.4299
801	475993.2276
802	475855.2689
803	475726.6626
804	475613.2138
805	475371.9482
806	475291.9712
807	475196.2524
808	475090.0447
809	474996.5679
810	474800.7241
811	474600.0227
812	474529.3631
813	474428.2306
814	474350.257
815	474245.3796
816	474160.9652
817	474048.503
818	473828.1468
819	473750.4018
820	473605.1062
821	473428.8295
822	473308.7833
823	473130.2768
824	473057.6985
825	472928.0515
826	472788.7383
827	472574.261
828	472467.7809
829	472366.2049
830	472314.0444
831	472239.0184
832	472095.836
833	472028.5249
834	471862.4448
835	471793.1888
836	471703.585
837	471534.5599
838	471441.9355
839	471358.211
840	471279.6237
841	471169.9188
842	470860.1787
843	470730.2728
844	470643.4729
845	470491.5185
846	470378.0162
847	470317.6363
848	470262.4258
849	470028.3003
850	469872.9923
851	469810.2695
852	469752.4469
853	469700.3646
854	469618.2274
855	469510.3696
856	469386.2158
857	469204.2745
858	469077.0098
859	469004.151
860	468972.1634
861	468884.3652
862	468712.8048
863	468588.0828
864	468536.1084
865	468345.4083
866	468178.2706
867	468038.0638
868	467886.3359
869	467828.2407
870	467683.1898
871	467518.1014
872	467327.3152
873	467228.4062
874	467099.9077
875	466984.9413
876	466896.7584
877	466798.748
878	466692.081
879	466604.3616
880	466494.9532
881	466412.6325
882	466214.4283
883	465962.2756
884	465834.3441
885	465798.3541
886	465697.9633
887	465598.0395
888	465554.4789
889	465333.0104
890	465273.5654
891	465096.8691
892	464868.0774
893	464773.0997
894	464671.1301
895	464484.1877
896	464341.6956
897	464237.0356
898	464066.2831
899	463951.4801
900	463839.57
901	463668.1349
902	463571.7981
903	463498.8185
904	463380.0799
905	463205.45
906	463152.7292
907	463028.3955
908	462871.1415
909	462802.1039
910	462696.2025
911	462552.105
912	462421.7491
913	462364.143
914	462230.7223
915	462152.9913
916	462072.8405
917	461796.6693
918	461724.831
919	461465.3857
920	461391.9366
921	461339.6515
922	461084.6255
923	461000.3888
924	460832
925	460759.2857
926	460678.2977
927	460636.4277
928	460568.2021
929	460523.7052
930	460451.6136
931	460320.8409
932	460243.201
933	460164.2464
934	460102.0131
935	459958.5874
936	459889.6143
937	459774.1566
938	459620.2811
939	459524.4711
940	459418.4683
941	459317.8702
942	459187.4775
943	459110.1756
944	459053.672
945	458963.1943
946	458862.8376
947	458750.2469
948	458702.2984
949	458630.3618
950	458496.1819
951	458288.5594
952	458142.9698
953	458075.395
954	457958.0481
955	457781.3768
956	457531.6458
957	457434.6191
958	457274.4564
959	457211.9326
960	457185.4924
961	457083.9569
962	456931.8432
963	456889.9373
964	456793.8132
965	456660.445
966	456562.5581
967	456495.7296
968	456420.177
969	456220.8962
970	456138.7666
971	456027.3585
972	455917.268
973	455866.8491
974	455762.4482
975	455625.4844
976	455585.1477
977	455430.8195
978	455384.1883
979	455285.0022
980	455228.354
981	455177.2966
982	454969.7523
983	454874.2482
984	454777.5911
985	454648.7926
986	454563.6569
987	454510.2781
988	454453.0142
989	454300.1618
990	454246.3867
991	454210.609
992	454111.4382
993	454023.0947
994	453965.7022
995	453926.0738
996	453909.7975
997	453860.2773
998	453776.1066
999	453735.0852
1000	453697.001
1001	453590.7529
1002	453529.2369
1003	453491.3291
1004	453425.8926
1005	453400.6411
1006	453285.386
1007	453208.8223
